empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;manganeso;mercurio;niquel;plomo;sulfatos;sulfuros;created_at
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
