empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;manganeso;mercurio;niquel;plomo;sulfatos;sulfuros;created_at
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;HIDROLAB;;29-05-2025;RESUMEN;CONTROL DIRECTO;2,6;;9,06;2;2,7;3,9;0,1;27;;0;;;;;;;;;;;;;;;;;;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;HIDROLAB;;14-05-2025;RESUMEN;CONTROL DIRECTO;2,3;;110;2;5;7,4;2,5;52;;0;;;;;;;;;;;;;;;;;;
RENDIC;457;LAUTARO NAVARRO AUSTRAL;XII - Magallanes;Punta Arenas;Lautaro Navarro 1293;0;SIN CONVENIO;HIDROLAB;;19-05-2025;RESUMEN;CONTROL DIRECTO;1,8;;116;2;17;26;1,4;35;;0;;;;;;;;;;;;;;;;;;
RENDIC;33;COVIEFI;II - Antofagasta;Antofagasta;Av. Argentina 1910;0;SIN CONVENIO;;;;RESUMEN;CONTROL DIRECTO;;;620;;;;;564;;0;;;;;;;;;;;;;;;;;;
RENDIC;6;SINDEMPART;IV - Coquimbo;Coquimbo;El Sauce 981;0;SIN CONVENIO;AGQ LABS;;07-04-2025;RESUMEN;CONTROL DIRECTO;2,3;8,445;20,8;1;1,43;24,9;0,3;19;2;60;;;;;;;;;;;;;;;;;19;
RENDIC;9;COQUIMBO;IV - Coquimbo;Coquimbo;Francisco Varela 1480;0;SIN CONVENIO;BIODIVERSA;;18-06-2025;RESUMEN;CONTROL DIRECTO;5,47;7,9;158;2;11,31;71;5,5;176,67;17,7;532,224;;;;;;;;;;;;;;;;;19,2;
RENDIC;11;ALTO PEÑUELAS;IV - Coquimbo;Coquimbo;Alessandri 531;0;SIN CONVENIO;BIODIVERSA;;11-06-2025;RESUMEN;CONTROL DIRECTO;2;8,5;291;2;12,5;56,5;1;131,75;;0;;;;;;;;;;;;;;;;;17,3;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;BIODIVERSA;;08-05-2025;RESUMEN;CONTROL DIRECTO;11,4;;322;2;9,47;31;1;35;;0;;;;;;;;;;;;;;;;0,38;;
RENDIC;19;BONILLA;II - Antofagasta;Antofagasta;Huamachuco 8481;0;SIN CONVENIO;ANAM;;19-05-2025;RESUMEN;CONTROL DIRECTO;18;6,74;407;;9,92;12,67;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;BIODIVERSA;;14-05-2025;RESUMEN;CONTROL DIRECTO;8,7;;661;2;12,38;94,8;10;465,22;;0;;;;;;;;;;;;;;;;0,15;;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;BIODIVERSA;;14-05-2025;RESUMEN;CONTROL DIRECTO;8,5;;279;2;6,64;51;1,6;82;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;34;LA CHIMBA;II - Antofagasta;Antofagasta;Pedro Aguirre Cerda 8700;0;SIN CONVENIO;;;19-02-2025;RESUMEN;CONTROL DIRECTO;174;;1615;;23,26;;;370;;0;;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;BIODIVERSA;;27-05-2025;RESUMEN;CONTROL DIRECTO;8,43;;143;2;4,48;7,6;1;23;;0;;;;;;;;;;;;;;;;0,19;;
RENDIC;482;ABRAZO DE MAIPU;RM - Santiago;Maipú;Av. Jorge Guerra 16190;0;SIN CONVENIO;HIDROLAB;;24-05-2025;RESUMEN;CONTROL DIRECTO;2,5;8,03;20,7;2;5,5;16;6;92;;0;;;;;;;;;;;;;;;;;92;
RENDIC;519;TRAIGUEN;IX - Araucanía;Traiguén;Santa Cruz 1170;0;CONVENIO;AGQ LABS;;23-05-2025;RESUMEN;CONTROL DIRECTO;14;;153;1;8,35;29,1;0,1;46;;0;;;;;;;;;;;;;;;;;;
RENDIC;519;TRAIGUEN;IX - Araucanía;Traiguén;Santa Cruz 1170;0;#¡REF!;AGQ LABS;;14-05-2025;RESUMEN;CONTROL DIRECTO;13,9;7,09;44,8;3;3,97;66,9;1,2;27;2,7;81;;;;;;;;;;;;;;;;;14,3;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;24-06-2025;RESUMEN;AUTOCONTROL;23,1;6,4;312;9;11,2;35,7;0,5;97;2;60;;;;;;;;;;;;;;;;;10,3;
RENDIC;754;TEMUCO IV;IX - Araucanía;Temuco;Avenida Javiera Carrera 1610;0;CONVENIO;AGQ LABS;;18-07-2025;RESUMEN;CONTROL DIRECTO;13,1;7,82;226;3;10,1;93,8;1,5;108;4;120;;;;;;;;;;;;;;;;;11,2;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;19-06-2025;RESUMEN;CONTROL DIRECTO;14;7,46;170;5;6,1;3,04;0,5;95;;0;;;;;;;;;;;;;;;;;12,8;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;19-06-2025;RESUMEN;CONTROL DIRECTO;14;7,15;40;2;1,3;8,4;2,5;48;;0;;;;;;;;;;;;;;;;;13,75;
RENDIC;959;PUCON;IX - Araucanía;Pucon;Av. O´higgins 774;0;SIN CONVENIO;AGQ LABS;;19-05-2025;RESUMEN;CONTROL DIRECTO;2;7,824;334;1;6,88;67,7;0,1;55;2,88;86,4;;;;;;;;;;;;;;;;;11,52;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721;CONVENIO;AGQ LABS;;25-04-2025;RESUMEN;CONTROL DIRECTO;2,3;6,88;2,03;1;1,06;5,23;0,1;13;1,152;34,56;;;;;;;;;;;;;;;;;17,15;
ALVI;3086;ALVI TEMUCO;IX - Araucanía;Temuco;Av. Balmaceda 1531;0;SIN CONVENIO;AGQ LABS;;04-04-2025;RESUMEN;CONTROL DIRECTO;2;7,56;206;1;1,48;135;0,1;135;3,744;112,32;;;;;;;;;;;;;;;;;18,4;
MAYORISTA;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422;CONVENIO;AGQ LABS;;07-04-2025;RESUMEN;CONTROL DIRECTO;2,3;8,445;20,8;1;1,43;24,9;0,3;19;3,168;95,04;;;;;;;;;;;;;;;;;19;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;HIDROLAB;;17-05-2025;RESUMEN;CONTROL DIRECTO;0,5;8,2;102;2;4,9;150;0,1;6;;0;;;;;;;;;;;;;;;;;22,2;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;HIDROLAB;;19-06-2025;RESUMEN;CONTROL DIRECTO;1,6;;232;2;6,1;13;0,3;87;;0;;;;;;;;;;;;;;;;;;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;HIDROLAB;;26-06-2025;RESUMEN;CONTROL DIRECTO;0,5;;65;2;0,44;2,8;0,3;33;;0;;;;;;;;;;;;;;;;;;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;HIDROLAB;;18-06-2025;RESUMEN;CONTROL DIRECTO;6,6;;153;2;6,1;7,2;0,3;118;;0;;;;;;;;;;;;;;;;;;
RENDIC;464;AGUIRRE CERDA AUSTRAL;XII - Magallanes;Punta Arenas;Pedro Aguirre Cerda 0413;0;SIN CONVENIO;HIDROLAB;;30-06-2025;RESUMEN;CONTROL DIRECTO;5,3;7,81;298;2;0,2;34;0,2;89;;0;;;;;;;;;;;;;;;;;25;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;BIODIVERSA;;23-05-2025;RESUMEN;CONTROL DIRECTO;10,04;;487;6;10;104;1;138,81;;0;;;;;;;;;;;;;;;4,5;;;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;15-05-2025;RESUMEN;AUTOCONTROL;9,6;7,96;117;2;5;23,17;0,7;66;0;0;;;;;;;;;;;;;;;;;17,38;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;26-06-2025;RESUMEN;AUTOCONTROL;7,1;7,88;192;7;6,4;20,73;0,5;52,4;44,064;1321,92;;;;;;;;;;;;;;;;;17,23;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;30-06-2025;RESUMEN;AUTOCONTROL;8,6;7,51;390;5;10;51,19;0,5;84;11,52;345,6;;;;;;;;;;;;;;;;;19,29;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;04-06-2025;RESUMEN;AUTOCONTROL;7,8;7,04;262;4;6,8;18,16;0,5;33;24,768;743,04;;;;;;;;;;;;;;;;;20,54;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;30-06-2025;RESUMEN;AUTOCONTROL;12,2;7,6;546;64;20;5;1,5;215;;0;;;;;;;;;;;;;;;;;15,4;
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643;TERMINADO;CESMEC;;25-06-2025;RESUMEN;AUTOCONTROL;7,4;8,51;146;5;7,1;33,12;0,5;79;23,04;691,2;;;;;;;;;;;;;;;;;14,35;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;02-06-2025;RESUMEN;AUTOCONTROL;39,1;7,11;387;6;14,3;52,32;0,5;163;18,72;561,6;;;;;;;;;;;;;;;;;19,34;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;09-06-2025;RESUMEN;AUTOCONTROL;14,9;7,18;443;11;13,4;47,7;0,5;67;10,944;328,32;;;;;;;;;;;;;;;;;21,25;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;27-06-2025;RESUMEN;AUTOCONTROL;26,8;7,4;432;3;9,5;68,36;0,5;89;;0;;;;;;;;;;;;;;;;;19,3;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;CESMEC;;10-06-2025;RESUMEN;AUTOCONTROL;16;6,85;225;2;16,6;16,4;2;176;;0;;;;;;;;;;;;;;;;;11,26;
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320;SIN CONVENIO;CESMEC;;12-06-2025;RESUMEN;AUTOCONTROL;4,4;7,36;292;2;4,3;16;1;117;;0;;;;;;;;;;;;;;;;;19;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;CESMEC;;18-06-2025;RESUMEN;AUTOCONTROL;6,6;7,71;153;2;6,1;7,2;0,3;118;28;840;;;;;;;;;;;;;;;;;9,4;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;CESMEC;;18-06-2025;RESUMEN;AUTOCONTROL;1,6;7,77;232;2;6,1;12;0,3;87;18,88;566,4;;;;;;;;;;;;;;;;;9,7;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CESMEC;;;;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;;;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;;;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721;CONVENIO;CESMEC;;25-07-2025;RESUMEN;CONTROL DIRECTO;3,6;7,61;101;7;3,5;21,4;0,1;28;2,52;75,6;;;;;;;;;;;;;;;;;13,1;
MAYORISTA;5714;;;;;;#N/D;CESMEC;;;;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;28-07-2025;RESUMEN;AUTOCONTROL;11,8;7,84;68;4;3,2;19,02;1;1;18,72;561,6;;;;;;;;;;;;;;;;;16,81;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;23-07-2025;RESUMEN;AUTOCONTROL;10,3;6,8;384;2;4,7;18,75;2,5;107;10,944;328,32;;;;;;;;;;;;;;;;;19,09;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;CESMEC;;28-07-2025;RESUMEN;AUTOCONTROL;18;7,5;329;21;6,3;9,73;0,5;52,7;24,48;734,4;;;;;;;;;;;;;;;;;20,16;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;28-07-2025;RESUMEN;AUTOCONTROL;19,6;7,63;371;22;6,3;10,94;0,5;58;;0;;;;;;;;;;;;;;;;;19,28;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;28-07-2025;RESUMEN;AUTOCONTROL;3,9;7,56;181;74;3,1;5;0,5;29,6;8,064;241,92;;;;;;;;;;;;;;;;;17,45;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;29-07-2025;RESUMEN;AUTOCONTROL;12,5;7,08;399;12;18,4;40,54;0,5;47;15,84;475,2;;;;;;;;;;;;;;;;;12,98;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;28-07-2025;RESUMEN;AUTOCONTROL;18,4;7,1;408;22;9,9;20,81;0,5;96;13,248;397,44;;;;;;;;;;;;;;;;;16,89;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;CESMEC;;23-07-2025;RESUMEN;AUTOCONTROL;27,5;6,9;878;5;5,8;8,53;1;121,3;14,688;440,64;;;;;;;;;;;;;;;;;21,34;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;21-07-2025;RESUMEN;AUTOCONTROL;14,2;7,11;350;2;13,2;52,19;3;97;10,08;302,4;;;;;;;;;;;;;;;;;19,44;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;BIODIVERSA;;11-06-2025;RESUMEN;CONTROL DIRECTO;9,17;;678;6;21,88;39,05;1;131,67;;0;;;;;;;;;;;;;;;;2,14;;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;BIODIVERSA;;10-06-2025;RESUMEN;CONTROL DIRECTO;8,36;;373;2;8,65;32,1;2,5;221,28;;0;;;;;;;;;;;;;;;;5,01;;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;BIODIVERSA;;05-06-2025;RESUMEN;CONTROL DIRECTO;7,24;;283;3;8,06;30;1;41;;0;;;;;;;;;;;;;;;;4,74;;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;BIODIVERSA;;13-06-2025;RESUMEN;CONTROL DIRECTO;11,46;;340;2;11,69;0,28;2;135,21;;0;;;;;;;;;;;;;;;;2,02;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;BIODIVERSA;;10-06-2025;RESUMEN;CONTROL DIRECTO;6,53;;419;2;10,04;99,5;2;186,21;;0;;;;;;;;;;;;;;;;3,49;;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;04-08-2025;RESUMEN;AUTOCONTROL;15,5;7,14;518;5;9;5;0,5;49;18,72;561,6;;;;;;;;;;;;;;;;;22,41;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;05-08-2025;RESUMEN;AUTOCONTROL;42,8;7,14;365;3;2,5;5;1,5;74,7;;0;;;;;;;;;;;;;;;;;18,04;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;CESMEC;;05-08-2025;RESUMEN;AUTOCONTROL;31,2;6,67;112;5;2,5;8,17;0,8;141,3;13,536;406,08;;;;;;;;;;;;;;;;;23,63;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;04-08-2025;RESUMEN;AUTOCONTROL;24;7,6;117;2;4,4;13,28;1,5;58,7;;0;;;;;;;;;;;;;;;;;19,2;
RENDIC;555;GRANEROS;VI - O'Higgins;Graneros;Obispo Rafael Lira 042;4574;SIN CONVENIO;CESMEC;;07-08-2025;RESUMEN;AUTOCONTROL;35,4;7,42;530;2;4,7;12,75;10;370;24,48;734,4;;;;;;;;;;;;;;;;;14,74;
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;05-08-2025;COMPLETO;AUTOCONTROL;9,7;7,29;105;2;3,2;6,75;9;116;22,752;682,56;0,1818;0,002;0,1552;0,01;0,1;0,3579;0,1242;0,05;0,05;10;0,0282;0,001;0,05;0,05;246;0,5;14,69;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;08-08-2025;RESUMEN;AUTOCONTROL;38,5;6,89;622;8;13,4;45,88;0,5;81;;0;;;;;;;;;;;;;;;;;22;
RENDIC;674;BRASILIA;II - Antofagasta;Calama;Brasilia 2386;0;SIN CONVENIO;ANAM;;29-05-2025;RESUMEN;CONTROL DIRECTO;47;7,14;284;6;2,28;10,22;2;136;3,71;111,3;;;;;;;;;;;;;;;;;18;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;18-08-2025;RESUMEN;AUTOCONTROL;19,1;7,21;552;12;24,9;89,98;0,5;96;;0;;;;;;;;;;;;;;;;;19,8;
RENDIC;6;SINDEMPART;IV - Coquimbo;Coquimbo;El Sauce 981;0;SIN CONVENIO;BIODIVERSA;;07-08-2025;RESUMEN;CONTROL DIRECTO;10,9;8;327;37;6,22;44,9;8;217,31;3,593;107,79;;;;;;;;;;;;;;;;;15,4;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;SURALIS;;21-07-2025;RESUMEN;CONTROL DIRECTO;28;7,15;249;3;9,6;78,69;12;140;9;270;;;;;;;;;;;;;;;;;12;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;22-07-2025;RESUMEN;CONTROL DIRECTO;14;7,4;262;6;9,3;1,3;0,5;87;4;120;;;;;;;;;;;;;;;;;14,2;
RENDIC;626;EL MILAGRO;IV - Coquimbo;La Serena;Santiago Del Apostol 4063;0;SIN CONVENIO;BIODIVERSA;;12-03-2025;RESUMEN;CONTROL DIRECTO;24,19;7,7;434;21,7;13,78;137,2;2;209,09;25,344;760,32;;;;;;;;;;;;;;;;;20,7;
RENDIC;626;EL MILAGRO;IV - Coquimbo;La Serena;Santiago Del Apostol 4063;0;SIN CONVENIO;CESMEC;;02-06-2025;RESUMEN;CONTROL DIRECTO;34,7;;412;2;8,5;67,21;0,5;130;;0;;;;;;;;;;;;;;;;;5,6;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;06-08-2025;RESUMEN;AUTOCONTROL;16,6;7,6;296;5;10,1;52,57;0,5;131;;0;;;;;;;;;;;;;;;;;20,2;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;CESMEC;;06-08-2025;RESUMEN;AUTOCONTROL;5,7;;22;2;0,7;5;0,5;11,2;10,87;326,1;;;;;;;;;;;;;;;;;23,19;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;21-08-2025;RESUMEN;AUTOCONTROL;7;6,7;488;4;19,1;42,47;1;69;;0;;;;;;;;;;;;;;;;;22;
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;25-08-2025;COMPLETO;AUTOCONTROL;11,4;7,8;16;2;18,7;16,9;;10,4;;0;0,3529;0,002;0,2681;0,01;0,1;0,0984;0,05;;0,05;5;0,0358;0,001;0,05;0,0143;212;0,5;18,1;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;25-08-2025;RESUMEN;AUTOCONTROL;89,7;7,55;38;13;1,8;5;0,5;10;;0;;;;;;;;;;;;;;;;;21,31;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;29-08-2025;RESUMEN;AUTOCONTROL;22,6;7,32;177;5;5,9;37,41;1,5;70,7;1,68;50,4;;;;;;;;;;10;;;;;;;16,14;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;21-07-2025;RESUMEN;AUTOCONTROL;14,2;7,11;350;2;13,2;52,19;3;97;0,35;10,5;;;;;;;;;;;;;;;;;19,44;
RENDIC;905;VICENTE VALDES;RM - Santiago;La Florida;Vicuña Mackenna 7802;0;SIN CONVENIO;AGUAS ANDINAS;;19-06-2025;RESUMEN;CONTROL DIRECTO;38;7,46;801;0,8;19,52;17,67;0,5;322;;0;;;;;;;;;;;;;;;;;18,9;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;16-09-2025;RESUMEN;AUTOCONTROL;4;7,73;151;1;8,3;3,3;0,1;76;1,19;35,7;;;;;;;;;;;;;;;;;16,7;
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643;TERMINADO;CESMEC;;15-09-2025;RESUMEN;AUTOCONTROL;15;7,98;206;0,1;9,5;20,3;0,1;88;0,85;25,5;;;;;;;;;;;;;;;;;16,79;
MAYORISTA;3197;ALVI PICARTE VALDIVIA;XIV - Los Ríos;Valdivia;Av. Ramon Picarte 2593;1961;CONVENIO;CESMEC;;16-09-2025;RESUMEN;AUTOCONTROL;16;7;279;3;13;11,3;0,1;40;2,8;84;;;;;;;;;;;;;;;;;17,04;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;24-09-2025;RESUMEN;AUTOCONTROL;2;7,65;69;1;0,5;0,5;0,1;28;0,56;16,8;;;;;;;;;;;;;;;;;16,99;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;24-09-2025;RESUMEN;AUTOCONTROL;38;8,08;825;1;11,8;18,2;0,1;176;0,91;27,3;;;;;;;;;;;;;;;;;18,44;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;CESMEC;;24-09-2025;RESUMEN;AUTOCONTROL;4;7,11;49;1;1,3;0,5;0,1;76;2;60;;;;;;;;;;;;;;;;;14,3;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;23-09-2025;RESUMEN;AUTOCONTROL;9;8,04;48;1;4,5;15,3;0,1;40;3,1;93;;;;;;;;;;;;;;;;;18,14;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;23-09-2025;RESUMEN;AUTOCONTROL;12;8,1;306;1;8,5;7,3;0,2;64;;0;;;;;;;;;;;;;;;;;18,4;
RENDIC;963;FLORIDA;IV - Coquimbo;La Serena;Avenida Las Parcelas ULS PC 304-A;0;SIN CONVENIO;BIODIVERSA;;09-09-2025;RESUMEN;CONTROL DIRECTO;17,62;7,2;486;2;38,2;113;12;705,88;6,029;180,87;;;;;;;;;;;;;;;;;13,2;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;23-09-2025;RESUMEN;AUTOCONTROL;7;7,78;909;5;11,3;1,3;0,1;532;;0;;;;;;;;;;;;;;;;;21,38;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;24-09-2025;COMPLETO;AUTOCONTROL;12;6,58;122;1;7,3;75,5;2;76;1,63;48,9;;;;;;;;;;10;;;;;;;19,49;
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362;SIN CONVENIO;CESMEC;;23-09-2025;RESUMEN;AUTOCONTROL;6;7,26;26;3;5,2;2,9;0,5;40;2;60;;;;;;;;;;;;;;;;;11,78;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;CESMEC;;24-09-2025;COMPLETO;AUTOCONTROL;43;7,89;43;1;7;15;0,1;136;1,08;32,4;0,08;0,007;3,144;0,00002;0,02;0,0471;0,0887;0,1331;0,01;2;0,1;0,0002;0,05;0,03;109;;20,74;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;CESMEC;;26-09-2025;RESUMEN;AUTOCONTROL;2;7,14;259;2;10,6;7,1;0,5;58;1,22;36,6;;;;;;;;;;;;;;;;;9,5;
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736;SIN CONVENIO;CESMEC;;29-09-2025;RESUMEN;AUTOCONTROL;9;7;272;11;8,4;13,88;0,5;118;0,59;17,7;;;;;;;;;;;;;;;;;12,2;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;CESMEC;;26-09-2025;RESUMEN;AUTOCONTROL;6;6,51;429;2;11,3;9,98;0,5;64;0,14;4,2;;;;;;;;;;;;;;;;;10,2;
